Orthogroup	PFEIFFER_annot	SC_annot	SIM_annot
OG0000151	lcl|BK010829.1_prot_DAC77586.1_280, lcl|BK010829.1_prot_DAC77916.1_620	SC_00957	SC_00762, SC_03621
OG0000152	lcl|BK010829.1_prot_DAC77597.1_291	SC_00980, SC_00981	SC_00739, SC_00740
OG0000153	lcl|BK010829.1_prot_DAC77598.1_292	SC_00983, SC_00984	SC_00736, SC_00737
OG0000154	lcl|BK010829.1_prot_DAC77678.1_374	SC_01131, SC_01133	SC_00600, SC_00601
OG0000155	lcl|BK010829.1_prot_DAC77683.1_379	SC_01139, SC_01140	SC_00591, SC_00592
OG0000156	lcl|BK010829.1_prot_DAC77684.1_380	SC_01141, SC_01142, SC_01144	SC_04177
OG0000157	lcl|BK010829.1_prot_DAC77690.1_386	SC_01153, SC_01154	SC_04164, SC_04165
OG0000158	lcl|BK010829.1_prot_DAC77699.1_395, lcl|BK010829.1_prot_DAC77700.1_396	SC_01173	SC_04147, SC_04148
OG0000159	lcl|BK010829.1_prot_DAC77716.1_414	SC_01196, SC_01198, SC_01199	SC_04115
OG0000160	lcl|BK010829.1_prot_DAC77727.1_425	SC_01212, SC_01213	SC_04097, SC_04098
OG0000161	lcl|BK010829.1_prot_DAC77738.1_436	SC_01228, SC_02573, SC_02592	SC_04080
OG0000162	lcl|BK010829.1_prot_DAC77746.1_444	SC_01242, SC_01243	SC_04068, SC_04069
OG0000163	lcl|BK010829.1_prot_DAC77764.1_462	SC_01277, SC_01280	SC_04041, SC_04043
OG0000164	lcl|BK010829.1_prot_DAC77781.1_479	SC_01308, SC_01310	SC_04012, SC_04013
OG0000165	lcl|BK010829.1_prot_DAC77789.1_487	SC_01321, SC_01322	SC_04001, SC_04002
OG0000166	lcl|BK010829.1_prot_DAC77791.1_489	SC_01324, SC_01325	SC_03997, SC_03998
OG0000167	lcl|BK010829.1_prot_DAC77799.1_497	SC_01336, SC_01337	SC_03985, SC_03986
OG0000168	lcl|BK010829.1_prot_DAC77851.1_552	SC_01422, SC_01424	SC_03908, SC_03909
OG0000169	lcl|BK010829.1_prot_DAC77872.1_574	SC_01463, SC_01464	SC_03872, SC_03873
OG0000170	lcl|BK010829.1_prot_DAC77890.1_594	SC_01492, SC_01493	SC_03841, SC_03843
OG0000171	lcl|BK010829.1_prot_DAC77896.1_600, lcl|BK010829.1_prot_DAC77897.1_601	SC_01504, SC_01505	SC_03831
OG0000172	lcl|BK010829.1_prot_DAC77905.1_609	SC_01519, SC_01521	SC_03815, SC_03816
OG0000173	lcl|BK010829.1_prot_DAC77917.1_621, lcl|BK010829.1_prot_DAC78942.1_1664	SC_01538	SC_02121, SC_03555
OG0000174	lcl|BK010829.1_prot_DAC77931.1_635	SC_01570, SC_01571	SC_03765, SC_03766
OG0000175	lcl|BK010829.1_prot_DAC77932.1_636	SC_01572, SC_01576	SC_03763, SC_03764
OG0000176	lcl|BK010829.1_prot_DAC77941.1_645	SC_01589	SC_03745, SC_03746, SC_03747
OG0000177	lcl|BK010829.1_prot_DAC77944.1_648, lcl|BK010829.1_prot_DAC77945.1_649	SC_01594	SC_03741, SC_03742
OG0000178	lcl|BK010829.1_prot_DAC77950.1_654	SC_01601, SC_01602	SC_03735, SC_03736
OG0000179	lcl|BK010829.1_prot_DAC77954.1_659	SC_01615, SC_01616	SC_03725, SC_03726
OG0000180	lcl|BK010829.1_prot_DAC77969.1_674	SC_01643, SC_01644	SC_03699, SC_03700
OG0000181	lcl|BK010829.1_prot_DAC77988.1_693	SC_01679, SC_01680	SC_03663, SC_03664
OG0000182	lcl|BK010829.1_prot_DAC77998.1_703	SC_01693, SC_01695	SC_03654, SC_03655
OG0000183	lcl|BK010829.1_prot_DAC78004.1_710	SC_01708, SC_01711	SC_03641, SC_03642
OG0000184	lcl|BK010829.1_prot_DAC78008.1_714	SC_01717, SC_01718	SC_03635, SC_03636
OG0000185	lcl|BK010829.1_prot_DAC78032.1_738	SC_01761, SC_01763	SC_03597, SC_03598
OG0000186	lcl|BK010829.1_prot_DAC78051.1_757	SC_01813, SC_01814	SC_03564, SC_03565
OG0000187	lcl|BK010829.1_prot_DAC78054.1_760	SC_01820, SC_01821	SC_03558, SC_03559
OG0000188	lcl|BK010829.1_prot_DAC78082.1_788	SC_01876, SC_01880	SC_03501, SC_03505
OG0000189	lcl|BK010829.1_prot_DAC78083.1_789	SC_01881	SC_03498, SC_03499, SC_03500
OG0000190	lcl|BK010829.1_prot_DAC78103.1_809	SC_01919, SC_01920	SC_03465, SC_03466
OG0000191	lcl|BK010829.1_prot_DAC78115.1_821	SC_01939, SC_01940	SC_03445, SC_03446
OG0000192	lcl|BK010829.1_prot_DAC78124.1_833	SC_01951, SC_01952	SC_03432, SC_03434
OG0000193	lcl|BK010829.1_prot_DAC78157.1_866	SC_02000, SC_02001	SC_03389, SC_03390
OG0000194	lcl|BK010829.1_prot_DAC78160.1_869	SC_02006, SC_02007	SC_03384, SC_03386
OG0000195	lcl|BK010829.1_prot_DAC78182.1_891	SC_02041, SC_02042	SC_03352, SC_03353
OG0000196	lcl|BK010829.1_prot_DAC78211.1_920	SC_02100	SC_03299, SC_03300, SC_03301
OG0000197	lcl|BK010829.1_prot_DAC78225.1_934	SC_02120, SC_02121	SC_03282, SC_03283
OG0000198	lcl|BK010829.1_prot_DAC78227.1_936	SC_02122, SC_02123	SC_03278, SC_03280
OG0000199	lcl|BK010829.1_prot_DAC78248.1_957	SC_02159, SC_02162	SC_03248, SC_03252
OG0000200	lcl|BK010829.1_prot_DAC78266.1_975	SC_02188, SC_02189	SC_03226, SC_03227
OG0000201	lcl|BK010829.1_prot_DAC78284.1_993, lcl|BK010829.1_prot_DAC78285.1_994	SC_02222	SC_03199, SC_03200
OG0000202	lcl|BK010829.1_prot_DAC78288.1_997	SC_02225, SC_02226	SC_03193, SC_03194
OG0000203	lcl|BK010829.1_prot_DAC78290.1_999	SC_02228, SC_02230	SC_03190, SC_03191
OG0000204	lcl|BK010829.1_prot_DAC78295.1_1004	SC_02238, SC_02239	SC_03180, SC_03181
OG0000205	lcl|BK010829.1_prot_DAC78297.1_1006	SC_02242, SC_02245	SC_03174, SC_03176
OG0000206	lcl|BK010829.1_prot_DAC78299.1_1009	SC_02249	SC_03168, SC_03169, SC_03170
OG0000207	lcl|BK010829.1_prot_DAC78303.1_1013	SC_02256, SC_02257	SC_03162, SC_03163
OG0000208	lcl|BK010829.1_prot_DAC78306.1_1016, lcl|BK010829.1_prot_DAC78308.1_1018	SC_02262, SC_02264	SC_03155
OG0000209	lcl|BK010829.1_prot_DAC78320.1_1031	SC_02290, SC_02291	SC_03132, SC_03133
OG0000210	lcl|BK010829.1_prot_DAC78322.1_1034	SC_02294, SC_02295	SC_03128, SC_03129
OG0000211	lcl|BK010829.1_prot_DAC78331.1_1043	SC_02311, SC_02314	SC_03109, SC_03111
OG0000212	lcl|BK010829.1_prot_DAC78346.1_1060	SC_00404, SC_02334	SC_03088, SC_03090
OG0000213	lcl|BK010829.1_prot_DAC78353.1_1067	SC_00349, SC_02345, SC_02347	SC_03081
OG0000214	lcl|BK010829.1_prot_DAC78365.1_1079	SC_02366, SC_02369	SC_03061, SC_03063
OG0000215	lcl|BK010829.1_prot_DAC78367.1_1081	SC_02370, SC_02371	SC_03058, SC_03059
OG0000216	lcl|BK010829.1_prot_DAC78372.1_1086, lcl|BK010829.1_prot_DAC78373.1_1087	SC_02379, SC_02380	SC_03050
OG0000217	lcl|BK010829.1_prot_DAC78394.1_1108	SC_02419, SC_02420	SC_03010, SC_03011
OG0000218	lcl|BK010829.1_prot_DAC78403.1_1117	SC_02433, SC_02434	SC_02996, SC_02997
OG0000219	lcl|BK010829.1_prot_DAC78449.1_1163	SC_02511, SC_02512	SC_02919, SC_02920
OG0000220	lcl|BK010829.1_prot_DAC78464.1_1178, lcl|BK010829.1_prot_DAC78465.1_1179	SC_02537, SC_02540	SC_02896
OG0000221	lcl|BK010829.1_prot_DAC78475.1_1190	SC_02553, SC_02554	SC_02882, SC_02884
OG0000222	lcl|BK010829.1_prot_DAC78482.1_1197	SC_02563, SC_02564	SC_02870, SC_02871
OG0000223	lcl|BK010829.1_prot_DAC78523.1_1238	SC_02632, SC_02634	SC_02803, SC_02807
OG0000224	lcl|BK010829.1_prot_DAC78529.1_1244	SC_02651, SC_02652	SC_02787, SC_02789
OG0000225	lcl|BK010829.1_prot_DAC78539.1_1254	SC_02667, SC_02668	SC_02769, SC_02770
OG0000226	lcl|BK010829.1_prot_DAC78542.1_1257	SC_02673, SC_02676	SC_02759, SC_02762
OG0000227	lcl|BK010829.1_prot_DAC78559.1_1274	SC_02709, SC_02710	SC_02727, SC_02728
OG0000228	lcl|BK010829.1_prot_DAC78576.1_1291	SC_02744, SC_02745	SC_02694, SC_02696
OG0000229	lcl|BK010829.1_prot_DAC78583.1_1298	SC_02754, SC_02755	SC_02681, SC_02682
OG0000230	lcl|BK010829.1_prot_DAC78603.1_1322	SC_02786, SC_02787	SC_02645, SC_02646
OG0000231	lcl|BK010829.1_prot_DAC78605.1_1324, lcl|BK010829.1_prot_DAC78606.1_1325	SC_02791	SC_02640, SC_02641
OG0000232	lcl|BK010829.1_prot_DAC78610.1_1329	SC_02796, SC_02797	SC_02634, SC_02635
OG0000233	lcl|BK010829.1_prot_DAC78614.1_1333	SC_02806, SC_02808	SC_02627, SC_02628
OG0000234	lcl|BK010829.1_prot_DAC78626.1_1345	SC_02828, SC_02831	SC_02615, SC_02616
OG0000235	lcl|BK010829.1_prot_DAC78643.1_1363	SC_02857	SC_02590, SC_02591, SC_02592
OG0000236	lcl|BK010829.1_prot_DAC78661.1_1381	SC_02880	SC_02482, SC_02561, SC_02562
OG0000237	lcl|BK010829.1_prot_DAC78685.1_1405, lcl|BK010829.1_prot_DAC78686.1_1406	SC_02918, SC_02920	SC_02531
OG0000238	lcl|BK010829.1_prot_DAC78694.1_1415	SC_02937	SC_02518, SC_02519, SC_02520
OG0000239	lcl|BK010829.1_prot_DAC78696.1_1417	SC_02942, SC_02944	SC_02510, SC_02513
OG0000240	lcl|BK010829.1_prot_DAC78706.1_1427	SC_02958	SC_02492, SC_02493, SC_02494
OG0000241	lcl|BK010829.1_prot_DAC78716.1_1437	SC_02976, SC_02979	SC_02474, SC_02476
OG0000242	lcl|BK010829.1_prot_DAC78720.1_1441	SC_02985, SC_02986	SC_02469, SC_02472
OG0000243	lcl|BK010829.1_prot_DAC78742.1_1463	SC_03021, SC_03022	SC_02435, SC_02436
OG0000244	lcl|BK010829.1_prot_DAC78760.1_1481	SC_03051, SC_03054	SC_02406, SC_02408
OG0000245	lcl|BK010829.1_prot_DAC78777.1_1498	SC_03080, SC_03082	SC_02382, SC_02383
OG0000246	lcl|BK010829.1_prot_DAC78785.1_1506	SC_03095, SC_03096	SC_02367, SC_02369
OG0000247	lcl|BK010829.1_prot_DAC78805.1_1526	SC_03132, SC_03133	SC_02329, SC_02330
OG0000248	lcl|BK010829.1_prot_DAC78806.1_1527	SC_03136, SC_03138	SC_02327, SC_02328
OG0000249	lcl|BK010829.1_prot_DAC78808.1_1529	SC_03141, SC_03142	SC_02323, SC_02324
OG0000250	lcl|BK010829.1_prot_DAC78813.1_1534	SC_03151, SC_03152	SC_02316, SC_02317
OG0000251	lcl|BK010829.1_prot_DAC78819.1_1540	SC_03158, SC_03159	SC_02306, SC_02307
OG0000252	lcl|BK010829.1_prot_DAC78828.1_1549, lcl|BK010831.1_prot_DAC79832.1_194	SC_03176, SC_04611	SC_00330
OG0000253	lcl|BK010829.1_prot_DAC78831.1_1552	SC_03181, SC_03182	SC_02289, SC_02290
OG0000254	lcl|BK010829.1_prot_DAC78835.1_1556	SC_03185, SC_03186	SC_02283, SC_02284
OG0000255	lcl|BK010829.1_prot_DAC78858.1_1579	SC_03220, SC_03221	SC_02248, SC_02249
OG0000256	lcl|BK010829.1_prot_DAC78869.1_1591	SC_03235, SC_03236	SC_02234, SC_02235
OG0000257	lcl|BK010829.1_prot_DAC78871.1_1593, lcl|BK010829.1_prot_DAC78872.1_1594	SC_03239	SC_02230, SC_02231
OG0000258	lcl|BK010829.1_prot_DAC78889.1_1611	SC_03278, SC_03280	SC_02195, SC_02197
OG0000259	lcl|BK010829.1_prot_DAC78910.1_1632	SC_03305, SC_03308	SC_02168, SC_02169
OG0000260	lcl|BK010829.1_prot_DAC78914.1_1636	SC_03311, SC_03312	SC_02161, SC_02162
OG0000261	lcl|BK010829.1_prot_DAC78915.1_1637	SC_03313, SC_03314	SC_02158, SC_02159
OG0000262	lcl|BK010829.1_prot_DAC78925.1_1647	SC_03328, SC_03329	SC_02144, SC_02145
OG0000263	lcl|BK010829.1_prot_DAC78929.1_1651	SC_03337, SC_03339	SC_02134, SC_02138
OG0000264	lcl|BK010829.1_prot_DAC78937.1_1659	SC_03348, SC_03349	SC_02126, SC_02127
OG0000265	lcl|BK010829.1_prot_DAC78977.1_1699	SC_03405, SC_03406	SC_02078, SC_02079
OG0000266	lcl|BK010829.1_prot_DAC78980.1_1702	SC_03411, SC_03412	SC_02073, SC_02074
OG0000267	lcl|BK010829.1_prot_DAC78986.1_1708	SC_03421, SC_03422	SC_02064, SC_02065
OG0000268	lcl|BK010829.1_prot_DAC78995.1_1717	SC_03441	SC_02045, SC_02046, SC_02047
OG0000269	lcl|BK010829.1_prot_DAC79004.1_1726	SC_03455, SC_03456	SC_02029, SC_02031
OG0000270	lcl|BK010829.1_prot_DAC79012.1_1734	SC_03471, SC_03472	SC_02019, SC_02182
OG0000271	lcl|BK010829.1_prot_DAC79015.1_1737	SC_03479, SC_03480	SC_02009, SC_02010
OG0000272	lcl|BK010829.1_prot_DAC79025.1_1747	SC_03500, SC_03501	SC_01989, SC_01991
OG0000273	lcl|BK010829.1_prot_DAC79030.1_1752	SC_03506, SC_03508	SC_01981, SC_01982
OG0000274	lcl|BK010829.1_prot_DAC79052.1_1774	SC_03541	SC_01941, SC_01942, SC_01944
OG0000275	lcl|BK010829.1_prot_DAC79054.1_1776	SC_03546, SC_03547	SC_01937, SC_01938
OG0000276	lcl|BK010829.1_prot_DAC79062.1_1786, lcl|BK010829.1_prot_DAC79063.1_1787	SC_03559	SC_01925, SC_01926
OG0000277	lcl|BK010829.1_prot_DAC79090.1_1814	SC_03615, SC_03616	SC_01872, SC_01873
OG0000278	lcl|BK010829.1_prot_DAC79092.1_1816	SC_03618, SC_03622	SC_01866, SC_01870
OG0000279	lcl|BK010829.1_prot_DAC79100.1_1824	SC_03636, SC_03637	SC_01844, SC_01847
OG0000280	lcl|BK010829.1_prot_DAC79138.1_1862	SC_03704, SC_03705	SC_01776, SC_01777
OG0000281	lcl|BK010829.1_prot_DAC79154.1_1878	SC_03726, SC_03727	SC_01751, SC_01753
OG0000282	lcl|BK010829.1_prot_DAC79171.1_1896	SC_03754, SC_03755	SC_01717, SC_01719
OG0000283	lcl|BK010829.1_prot_DAC79196.1_1921	SC_00011, SC_00012, SC_03793	SC_01681
OG0000284	lcl|BK010829.1_prot_DAC79199.1_1924	SC_00023, SC_00024, SC_03803	SC_01671
OG0000285	lcl|BK010829.1_prot_DAC79206.1_1931, lcl|BK010829.1_prot_DAC79217.1_1942	SC_00071, SC_03852	SC_01629
OG0000286	lcl|BK010829.1_prot_DAC79212.1_1937	SC_00050, SC_00051, SC_03833	SC_01642
OG0000287	lcl|BK010829.1_prot_DAC79214.1_1939	SC_00061, SC_03842, SC_03843	SC_01636
OG0000288	lcl|BK010829.1_prot_DAC79218.1_1943	SC_00072, SC_03853, SC_03854	SC_01628
OG0000289	lcl|BK010829.1_prot_DAC79223.1_1948	SC_00086, SC_03866	SC_01615, SC_01616
OG0000290	lcl|BK010829.1_prot_DAC79227.1_1952	SC_00089, SC_00091	SC_01605, SC_01606
OG0000291	lcl|BK010829.1_prot_DAC79233.1_1958	SC_00098, SC_00099, SC_00100	SC_01595
OG0000292	lcl|BK010829.1_prot_DAC79235.1_1960	SC_00104, SC_00106	SC_01590, SC_01593
OG0000293	lcl|BK010829.1_prot_DAC79252.1_1977	SC_00133, SC_00134	SC_01563, SC_01565
OG0000294	lcl|BK010829.1_prot_DAC79263.1_1988	SC_00151, SC_00152	SC_01545, SC_01547
OG0000295	lcl|BK010829.1_prot_DAC79277.1_2002	SC_00178, SC_00179	SC_01512, SC_01513
OG0000296	lcl|BK010829.1_prot_DAC79281.1_2006	SC_00181, SC_00182	SC_01508, SC_01509
OG0000297	lcl|BK010829.1_prot_DAC79298.1_2023, lcl|BK010829.1_prot_DAC79300.1_2025, lcl|BK010829.1_prot_DAC79301.1_2026	SC_00207	SC_01482
OG0000298	lcl|BK010829.1_prot_DAC79311.1_2036	SC_00218, SC_00221	SC_01464, SC_01465
OG0000299	lcl|BK010829.1_prot_DAC79328.1_2053	SC_00246, SC_00247	SC_01438, SC_01440
OG0000300	lcl|BK010829.1_prot_DAC79333.1_2058	SC_00258, SC_00259	SC_01429, SC_01430
OG0000301	lcl|BK010829.1_prot_DAC79335.1_2060	SC_00266, SC_00267	SC_01420, SC_01422
OG0000302	lcl|BK010829.1_prot_DAC79338.1_2063	SC_00271, SC_00272	SC_01415, SC_01416
OG0000303	lcl|BK010829.1_prot_DAC79341.1_2066, lcl|BK010829.1_prot_DAC79342.1_2067	SC_00276, SC_00277	SC_01410
OG0000304	lcl|BK010829.1_prot_DAC79351.1_2076	SC_00291, SC_00292	SC_01397, SC_01399
OG0000305	lcl|BK010829.1_prot_DAC79353.1_2078	SC_00295, SC_00296	SC_01393, SC_01394
OG0000306	lcl|BK010829.1_prot_DAC79354.1_2079	SC_00297, SC_00299	SC_01391, SC_01392
OG0000307	lcl|BK010829.1_prot_DAC79384.1_2109	SC_00360, SC_00361	SC_01338, SC_01339
OG0000308	lcl|BK010829.1_prot_DAC79385.1_2110	SC_00363, SC_00364	SC_01334, SC_01335
OG0000309	lcl|BK010829.1_prot_DAC79395.1_2120	SC_00372, SC_00373	SC_01324, SC_01325
OG0000310	lcl|BK010829.1_prot_DAC79415.1_2140	SC_00402, SC_00403	SC_01294, SC_01295
OG0000311	lcl|BK010829.1_prot_DAC79423.1_2148	SC_00422, SC_00424	SC_01280, SC_01281
OG0000312	lcl|BK010829.1_prot_DAC79434.1_2159, lcl|BK010829.1_prot_DAC79435.1_2160	SC_00438, SC_00440	SC_01264
OG0000313	lcl|BK010829.1_prot_DAC79450.1_2175	SC_00468, SC_00469	SC_01233, SC_01234
OG0000314	lcl|BK010829.1_prot_DAC79461.1_2186	SC_00491, SC_00492	SC_01215, SC_01217
OG0000315	lcl|BK010829.1_prot_DAC79473.1_2200	SC_00528, SC_00531	SC_01184, SC_01187
OG0000316	lcl|BK010830.1_prot_14, lcl|BK010831.1_prot_13, lcl|BK010831.1_prot_DAC80000.1_388	SC_03994	SC_00019
OG0000317	lcl|BK010830.1_prot_DAC79487.1_21, lcl|BK010831.1_prot_DAC79690.1_19, lcl|BK010831.1_prot_DAC79850.1_213	SC_04365	SC_00026
OG0000318	lcl|BK010830.1_prot_DAC79492.1_26, lcl|BK010831.1_prot_DAC79695.1_24	SC_03986, SC_04450	SC_00031
OG0000319	lcl|BK010830.1_prot_DAC79500.1_34, lcl|BK010831.1_prot_DAC79703.1_32	SC_04042, SC_04384	SC_00045
OG0000320	lcl|BK010830.1_prot_DAC79514.1_54, lcl|BK010830.1_prot_DAC79671.1_231, lcl|BK010831.1_prot_DAC79717.1_52, lcl|BK010831.1_prot_DAC80037.1_426		SC_00513
OG0000321	lcl|BK010830.1_prot_DAC79516.1_56, lcl|BK010830.1_prot_DAC79669.1_229, lcl|BK010831.1_prot_DAC79719.1_54, lcl|BK010831.1_prot_DAC80035.1_424		SC_00511
OG0000322	lcl|BK010830.1_prot_DAC79523.1_63, lcl|BK010830.1_prot_DAC79661.1_221	SC_04089, SC_04315, SC_04422	
OG0000323	lcl|BK010830.1_prot_DAC79536.1_77, lcl|BK010830.1_prot_DAC79649.1_208, lcl|BK010831.1_prot_DAC79736.1_72, lcl|BK010831.1_prot_DAC80018.1_406		SC_00488
OG0000324	lcl|BK010830.1_prot_DAC79538.1_79, lcl|BK010830.1_prot_DAC79647.1_206, lcl|BK010831.1_prot_DAC79737.1_73, lcl|BK010831.1_prot_DAC80017.1_405	SC_04290	
OG0000325	lcl|BK010830.1_prot_DAC79557.1_100, lcl|BK010831.1_prot_DAC79755.1_93	SC_04139, SC_04140	SC_00533
OG0000326	lcl|BK010830.1_prot_DAC79571.1_117, lcl|BK010831.1_prot_DAC79769.1_110	SC_04165, SC_04166	SC_00555
OG0000327	lcl|BK010830.1_prot_DAC79590.1_139	SC_04208, SC_04209	SC_00479, SC_00480
OG0000328	lcl|BK010830.1_prot_DAC79608.1_157	SC_04231, SC_04232	SC_00458, SC_00459
OG0000329	lcl|BK010830.1_prot_175, lcl|BK010831.1_prot_DAC79993.1_380	SC_04258	SC_00075, SC_00434
OG0000330	lcl|BK010830.1_prot_DAC79623.1_176, lcl|BK010831.1_prot_DAC79962.1_347	SC_05032	SC_00077, SC_00116
OG0000331	lcl|BK010830.1_prot_DAC79631.1_184, lcl|BK010831.1_prot_DAC79980.1_366	SC_03936, SC_04263	SC_00091
OG0000332	lcl|BK010831.1_prot_DAC79795.1_140	SC_04535, SC_04539	SC_00399, SC_00400
OG0000333	lcl|BK010831.1_prot_155, lcl|BK010831.1_prot_178	SC_03890, SC_04971	SC_00345
OG0000334	lcl|BK010831.1_prot_DAC79820.1_175	SC_04589, SC_04590	SC_00349, SC_00350
OG0000335	lcl|BK010831.1_prot_188	SC_04603, SC_04604	SC_00336, SC_00337
OG0000336	lcl|BK010831.1_prot_DAC79837.1_199	SC_04622, SC_04623	SC_00321, SC_00322
OG0000337	lcl|BK010831.1_prot_DAC79838.1_200	SC_04624, SC_04626	SC_00317, SC_00320
OG0000338	lcl|BK010831.1_prot_DAC79842.1_204	SC_04635, SC_04636	SC_00308, SC_00309
OG0000339	lcl|BK010831.1_prot_DAC79880.1_243	SC_04700, SC_04701	SC_00254, SC_00255
OG0000340	lcl|BK010831.1_prot_DAC79900.1_265	SC_04732, SC_04733	SC_00221, SC_00222
OG0000341	lcl|BK010831.1_prot_DAC79901.1_266	SC_04735, SC_04736	SC_00217, SC_00219
OG0000342	lcl|BK010831.1_prot_DAC79907.1_272, lcl|BK010831.1_prot_DAC79908.1_273	SC_04751	SC_00205, SC_00207
OG0000343	lcl|BK010831.1_prot_DAC79909.1_274	SC_04754, SC_04755	SC_00201, SC_00202
OG0000344	lcl|BK010831.1_prot_DAC79910.1_275	SC_04756, SC_04757	SC_00199, SC_00200
OG0000345	lcl|BK010831.1_prot_DAC79940.1_321	SC_03873, SC_04816, SC_04951	SC_00149
OG0000346	lcl|BK010831.1_prot_DAC79943.1_324	SC_04821, SC_04889, SC_04958	SC_00145
OG0000347	lcl|BK010831.1_prot_DAC79946.1_328	SC_03884, SC_04827, SC_04894	SC_00140
OG0000348	lcl|BK010831.1_prot_DAC79965.1_350	SC_03918, SC_04855, SC_04923, SC_05002	
OG0000349	lcl|BK010831.1_prot_DAC79976.1_362	SC_03930, SC_04868, SC_05016	SC_00096
OG0000350		SC_02763, SC_03926, SC_04343, SC_04361, SC_05012	
OG0000351		SC_03867, SC_04056, SC_04478, SC_04866, SC_04937	
OG0000352		SC_03902, SC_03903, SC_04843, SC_04910, SC_04989	
OG0000353		SC_03909, SC_04848, SC_04915, SC_04993	SC_00117
OG0000354		SC_03982, SC_04031, SC_04375, SC_04455	SC_00038
OG0000355		SC_04077, SC_04325, SC_04412, SC_04497, SC_05080	
OG0000356		SC_04085, SC_04318, SC_04418, SC_04505, SC_05087	
OG0000357		SC_04097, SC_04308, SC_04429, SC_04513	SC_00499
OG0000358		SC_04111, SC_04291, SC_04442, SC_04530	SC_00487
OG0000359		SC_04255	SC_00176, SC_00420, SC_00574, SC_01033
OG0000360		SC_04289, SC_04880	SC_00023, SC_00053, SC_00539
OG0000361	lcl|BK010829.1_prot_DAC77333.1_1	SC_00532, SC_00534	SC_01183
OG0000362	lcl|BK010829.1_prot_DAC77336.1_4	SC_00540	SC_01176, SC_01178
OG0000363	lcl|BK010829.1_prot_11, lcl|BK010831.1_prot_DAC80002.1_390	SC_05038	SC_00070
OG0000364	lcl|BK010829.1_prot_DAC77374.1_48	SC_00597, SC_00598	SC_01124
OG0000365	lcl|BK010829.1_prot_DAC77388.1_64	SC_00622, SC_00623	SC_01104
OG0000366	lcl|BK010829.1_prot_DAC77392.1_70, lcl|BK010831.1_prot_293	SC_00631	SC_01094
OG0000367	lcl|BK010829.1_prot_DAC77404.1_87	SC_00650	SC_01077, SC_01078
OG0000368	lcl|BK010829.1_prot_DAC77408.1_91	SC_00659, SC_00660	SC_01067
OG0000369	lcl|BK010829.1_prot_DAC77409.1_92	SC_00661, SC_00662	SC_01066
OG0000370	lcl|BK010829.1_prot_DAC77419.1_102	SC_00679	SC_01048, SC_01049
OG0000371	lcl|BK010829.1_prot_DAC77436.1_122	SC_00710, SC_00711	SC_01019
OG0000372	lcl|BK010829.1_prot_DAC77448.1_136	SC_00733, SC_00734	SC_01002
OG0000373	lcl|BK010829.1_prot_DAC77461.1_150	SC_00756	SC_00982, SC_00983
OG0000374	lcl|BK010829.1_prot_DAC77467.1_156	SC_00771	SC_00965, SC_00966
OG0000375	lcl|BK010829.1_prot_DAC77476.1_165	SC_00791, SC_00792	SC_00940
OG0000376	lcl|BK010829.1_prot_DAC77513.1_207	SC_00850	SC_00875, SC_00876
OG0000377	lcl|BK010829.1_prot_DAC77515.1_209	SC_00853, SC_00854	SC_00872
OG0000378	lcl|BK010829.1_prot_DAC77519.1_213	SC_00861	SC_00861, SC_00863
OG0000379	lcl|BK010829.1_prot_DAC77527.1_221	SC_00870	SC_00853, SC_00854
OG0000380	lcl|BK010829.1_prot_DAC77532.1_226	SC_00876, SC_00878	SC_00848
OG0000381	lcl|BK010829.1_prot_DAC77534.1_228	SC_00881	SC_00844, SC_00845
OG0000382	lcl|BK010829.1_prot_DAC77535.1_229	SC_00882	SC_00842, SC_00843
OG0000383	lcl|BK010829.1_prot_DAC77536.1_230	SC_00884	SC_00839, SC_00840
OG0000384	lcl|BK010829.1_prot_DAC77538.1_232	SC_00888, SC_04887	SC_00836
OG0000385	lcl|BK010829.1_prot_DAC77545.1_239	SC_00897, SC_00899	SC_00826
OG0000386	lcl|BK010829.1_prot_DAC77546.1_240	SC_00901	SC_00824, SC_00825
OG0000387	lcl|BK010829.1_prot_DAC77549.1_243	SC_00906, SC_00907	SC_00822
OG0000388	lcl|BK010829.1_prot_DAC77554.1_248	SC_00915	SC_00811, SC_00812
OG0000389	lcl|BK010829.1_prot_DAC77555.1_249	SC_00919	SC_00809, SC_00810
OG0000390	lcl|BK010829.1_prot_DAC77569.1_263, lcl|BK010829.1_prot_DAC77739.1_437	SC_01231	SC_00795
OG0000391	lcl|BK010829.1_prot_DAC77576.1_270	SC_00939, SC_00940	SC_00778
OG0000392	lcl|BK010829.1_prot_DAC77588.1_282	SC_00961, SC_00963	SC_00761
OG0000393	lcl|BK010829.1_prot_DAC77591.1_285	SC_00966, SC_00968	SC_00754
OG0000394	lcl|BK010829.1_prot_DAC77595.1_289	SC_00976	SC_00744, SC_00745
OG0000395	lcl|BK010829.1_prot_DAC77600.1_294	SC_00990, SC_00991	SC_00733
OG0000396	lcl|BK010829.1_prot_DAC77605.1_301	SC_01006, SC_01009	SC_00722
OG0000397	lcl|BK010829.1_prot_DAC77607.1_303	SC_01013	SC_00719, SC_00720
OG0000398	lcl|BK010829.1_prot_DAC77611.1_307	SC_01020	SC_00708, SC_00709
OG0000399	lcl|BK010829.1_prot_DAC77618.1_314	SC_01027, SC_01028	SC_00700
